Date,TimeLocal,MaxT,LikelyT,MinT,POPR,POPZ,WindLo,WindHi,ChanceLight,
11/22,0900,38,31,18,30,5,5,10,0
11/22,1200,40,36,28,30,0,5,10,0
11/22,1500,44,39,29,35,0,5,15,0

